system:index,annual_temp_C,.geo
0,23.109734645034337,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,23.563717836322212,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,21.12472339976921,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,20.191114853367708,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,21.13693043101921,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,21.38841007117071,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,17.83351542154952,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,16.111199488784337,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,17.845130596738898,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,19.916330880829832,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,19.916330880829832,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,22.30143682306465,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,16.73631785999646,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,13.5399844082919,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,14.214004886511646,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,17.84635869806465,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,17.84635869806465,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,20.7465273770419,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,20.97437716397377,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,20.956207182913147,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,21.199859526663147,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,16.563836207534337,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,12.118582893140399,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,10.59979146321615,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,12.931319635564648,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,12.931319635564648,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,16.426584787079832,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,17.854008437647963,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,18.392419895981334,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,19.690818925337396,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,21.47165462609496,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,22.600161373254025,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,16.563836207534337,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,12.118582893140399,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,10.59979146321615,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,12.931319635564648,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,12.931319635564648,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,16.426584787079832,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,17.854008437647963,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,18.392419895981334,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,19.690818925337396,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,21.47165462609496,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,22.600161373254025,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,18.944162912079832,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,15.83270161946615,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,11.718887699011646,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,8.809219730261646,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,9.68649837609496,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,9.68649837609496,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,13.231405454693459,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,15.4184023770419,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,16.815670961322212,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,18.6991640957919,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,21.181985473632835,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,22.4891883618904,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,17.80633443196615,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,15.414969611890399,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,14.007772642193459,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,12.400557916814648,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,12.24973819617071,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,12.24973819617071,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,14.384577803178274,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,16.15549991492071,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,17.739795014352524,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,19.777155928178274,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,21.89236071037527,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,19.50562716397377,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,17.042588574958586,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,15.98507496226921,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,16.54341717344346,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,15.311809100526773,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,13.514327448064648,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,13.514327448064648,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,14.553848636511646,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,16.441810284238898,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,18.70086568196615,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,20.852735947117708,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,19.909480146928274,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,19.17652560147377,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,18.358462154504025,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,17.704476003935838,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,14.662942504882835,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,11.24634982022377,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,11.24634982022377,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,12.077493286132835,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,14.990771576852524,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,18.189487249201022,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,21.31907413367071,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,19.229097216057085,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,15.435862130829832,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,12.57493350867071,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,12.57493350867071,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,13.352188480261646,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,16.353904862837396,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,19.415679839163147,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,21.728549749201022,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,20.112797500147963,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,18.431511988784337,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,17.462702803178274,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,17.462702803178274,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,18.588087509617708,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,20.286758792761646,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,21.141709668708586,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,20.406787201852524,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,20.721033177231334,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,21.2138125332919,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,21.2138125332919,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,22.104985000147963,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,23.751262225526773,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,22.10789989124646,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,24.712436467951022,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,22.621423802231334,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,22.621423802231334,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,20.21970150109496,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,20.474525127988898,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,20.474525127988898,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,18.02614977287527,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,16.759341060754025,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,19.062119824958586,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,23.51027323404952,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,23.636530928178274,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,22.550415871360087,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,22.550415871360087,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,19.114898589163147,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,17.8387977368904,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,20.08669664787527,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,24.12325855601921,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,24.046775956587396,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,22.908237249201022,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,24.391665279504025,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,24.391665279504025,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,23.1703407056404,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,23.064487249201022,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,24.26119061094346,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,24.137611065488898,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,23.397332301284337,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,23.20725772742071,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,24.157379057913147,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,23.968295842951022,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,23.518618404504025,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,24.157379057913147,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,23.968295842951022,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,23.518618404504025,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,23.976700199011646,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,24.148797145034337,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,24.039954815488898,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,24.039954815488898,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,23.656787201852524,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,23.598459787079832,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,23.835453750147963,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,23.154360592004025,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,23.154360592004025,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,22.751957656397963,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,23.01369120279952,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,23.426851122307085,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,23.426851122307085,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,23.163682324958586,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,23.94793599446615,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,23.81370303992071,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,22.354807443329832,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,21.600738432913147,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,21.53249742912527,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,22.568230738784337,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,21.533059692382835,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,20.144846505829832,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,20.3373476895419,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,21.894121482155583,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,23.369426288026773,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,21.533059692382835,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,20.144846505829832,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,20.3373476895419,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,21.894121482155583,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,23.369426288026773,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,21.901238551284337,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,21.252297973632835,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,21.679825199011646,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,22.91138888272377,"{""type"":""MultiPoint"",""coordinates"":[]}"
